icd9_code	icd9_phe	potential_matches
64931	Coagulation defects complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition	ICD10_code:O9912:phenoname:Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating childbirth|ICD10_code:O99113:phenoname:Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, third trimester|ICD10_code:O99112:phenoname:Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, second trimester|ICD10_code:O99111:phenoname:Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, first trimester
64933	Coagulation defects complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication	ICD10_code:O99113:phenoname:Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, third trimester|ICD10_code:O99112:phenoname:Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, second trimester|ICD10_code:O99111:phenoname:Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, first trimester
64941	Epilepsy complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition	ICD10_code:O99354:phenoname:Diseases of the nervous system complicating childbirth|ICD10_code:O99353:phenoname:Diseases of the nervous system complicating pregnancy, third trimester|ICD10_code:O99352:phenoname:Diseases of the nervous system complicating pregnancy, second trimester|ICD10_code:O99351:phenoname:Diseases of the nervous system complicating pregnancy, first trimester
64943	Epilepsy complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication	ICD10_code:O99353:phenoname:Diseases of the nervous system complicating pregnancy, third trimester|ICD10_code:O99352:phenoname:Diseases of the nervous system complicating pregnancy, second trimester|ICD10_code:O99351:phenoname:Diseases of the nervous system complicating pregnancy, first trimester
64953	Spotting complicating pregnancy, antepartum condition or complication	ICD10_code:O26853:phenoname:Spotting complicating pregnancy, third trimester|ICD10_code:O26852:phenoname:Spotting complicating pregnancy, second trimester|ICD10_code:O26851:phenoname:Spotting complicating pregnancy, first trimester
64963	Uterine size date discrepancy, antepartum condition or complication	ICD10_code:O26843:phenoname:Uterine size-date discrepancy, third trimester|ICD10_code:O26842:phenoname:Uterine size-date discrepancy, second trimester|ICD10_code:O26841:phenoname:Uterine size-date discrepancy, first trimester
64971	Cervical shortening, delivered, with or without mention of antepartum condition	ICD10_code:O26873:phenoname:Cervical shortening, third trimester|ICD10_code:O26872:phenoname:Cervical shortening, second trimester
64973	Cervical shortening, antepartum condition or complication	ICD10_code:O26873:phenoname:Cervical shortening, third trimester|ICD10_code:O26872:phenoname:Cervical shortening, second trimester
65571	Decreased fetal movements, affecting management of mother, delivered, with or without mention of antepartum condition	ICD10_code:O368130:phenoname:Decreased fetal movements, third trimester, not applicable or unspecified|ICD10_code:O368120:phenoname:Decreased fetal movements, second trimester, not applicable or unspecified
65573	Decreased fetal movements, affecting management of mother, antepartum condition or complication	ICD10_code:O368190:phenoname:Decreased fetal movements, unspecified trimester, not applicable or unspecified|ICD10_code:O368130:phenoname:Decreased fetal movements, third trimester, not applicable or unspecified|ICD10_code:O368120:phenoname:Decreased fetal movements, second trimester, not applicable or unspecified
65670	Other placental conditions, affecting management of mother, unspecified as to episode of care or not applicable	ICD10_code:O43819:phenoname:Placental infarction, unspecified trimester|ICD10_code:O43199:phenoname:Other malformation of placenta, unspecified trimester
65671	Other placental conditions, affecting management of mother, delivered, with or without mention of antepartum condition	ICD10_code:O4393:phenoname:Unspecified placental disorder, third trimester|ICD10_code:O4392:phenoname:Unspecified placental disorder, second trimester|ICD10_code:O4391:phenoname:Unspecified placental disorder, first trimester|ICD10_code:O43813:phenoname:Placental infarction, third trimester|ICD10_code:O43812:phenoname:Placental infarction, second trimester|ICD10_code:O43811:phenoname:Placental infarction, first trimester|ICD10_code:O43103:phenoname:Malformation of placenta, unspecified, third trimester|ICD10_code:O43102:phenoname:Malformation of placenta, unspecified, second trimester|ICD10_code:O43101:phenoname:Malformation of placenta, unspecified, first trimester
65673	Other placental conditions, affecting management of mother, antepartum condition or complication	ICD10_code:O4393:phenoname:Unspecified placental disorder, third trimester|ICD10_code:O4392:phenoname:Unspecified placental disorder, second trimester|ICD10_code:O4391:phenoname:Unspecified placental disorder, first trimester|ICD10_code:O43813:phenoname:Placental infarction, third trimester|ICD10_code:O43812:phenoname:Placental infarction, second trimester|ICD10_code:O43811:phenoname:Placental infarction, first trimester|ICD10_code:O43103:phenoname:Malformation of placenta, unspecified, third trimester|ICD10_code:O43102:phenoname:Malformation of placenta, unspecified, second trimester|ICD10_code:O43101:phenoname:Malformation of placenta, unspecified, first trimester
65681	Other specified fetal and placental problems, affecting management of mother, delivered, with or without mention of antepartum condition	ICD10_code:O770:phenoname:Labor and delivery complicated by meconium in amniotic fluid|ICD10_code:O68:phenoname:Labor and delivery complicated by abnormality of fetal acid-base balance|ICD10_code:O368930:phenoname:Maternal care for other specified fetal problems, third trimester, not applicable or unspecified|ICD10_code:O368920:phenoname:Maternal care for other specified fetal problems, second trimester, not applicable or unspecified|ICD10_code:O368910:phenoname:Maternal care for other specified fetal problems, first trimester, not applicable or unspecified|ICD10_code:O368330:phenoname:Maternal care for abnormalities of the fetal heart rate or rhythm, third trimester, not applicable or unspecified|ICD10_code:O368320:phenoname:Maternal care for abnormalities of the fetal heart rate or rhythm, second trimester, not applicable or unspecified|ICD10_code:O368310:phenoname:Maternal care for abnormalities of the fetal heart rate or rhythm, first trimester, not applicable or unspecified
65683	Other specified fetal and placental problems, affecting management of mother, antepartum condition or complication	ICD10_code:O68:phenoname:Labor and delivery complicated by abnormality of fetal acid-base balance|ICD10_code:O368930:phenoname:Maternal care for other specified fetal problems, third trimester, not applicable or unspecified|ICD10_code:O368920:phenoname:Maternal care for other specified fetal problems, second trimester, not applicable or unspecified|ICD10_code:O368910:phenoname:Maternal care for other specified fetal problems, first trimester, not applicable or unspecified|ICD10_code:O368330:phenoname:Maternal care for abnormalities of the fetal heart rate or rhythm, third trimester, not applicable or unspecified|ICD10_code:O368320:phenoname:Maternal care for abnormalities of the fetal heart rate or rhythm, second trimester, not applicable or unspecified|ICD10_code:O368310:phenoname:Maternal care for abnormalities of the fetal heart rate or rhythm, first trimester, not applicable or unspecified
65691	Unspecified fetal and placental problem, affecting management of mother, delivered, with or without mention of antepartum condition	ICD10_code:O3693X0:phenoname:Maternal care for fetal problem, unspecified, third trimester, not applicable or unspecified|ICD10_code:O3692X0:phenoname:Maternal care for fetal problem, unspecified, second trimester, not applicable or unspecified|ICD10_code:O3691X0:phenoname:Maternal care for fetal problem, unspecified, first trimester, not applicable or unspecified
65693	Unspecified fetal and placental problem, affecting management of mother, antepartum condition or complication	ICD10_code:O3693X0:phenoname:Maternal care for fetal problem, unspecified, third trimester, not applicable or unspecified|ICD10_code:O3692X0:phenoname:Maternal care for fetal problem, unspecified, second trimester, not applicable or unspecified|ICD10_code:O3691X0:phenoname:Maternal care for fetal problem, unspecified, first trimester, not applicable or unspecified
65701	Polyhydramnios, delivered, with or without mention of antepartum condition	ICD10_code:O403XX0:phenoname:Polyhydramnios, third trimester, not applicable or unspecified|ICD10_code:O402XX0:phenoname:Polyhydramnios, second trimester, not applicable or unspecified|ICD10_code:O401XX0:phenoname:Polyhydramnios, first trimester, not applicable or unspecified
65703	Polyhydramnios, antepartum condition or complication	ICD10_code:O403XX0:phenoname:Polyhydramnios, third trimester, not applicable or unspecified|ICD10_code:O402XX0:phenoname:Polyhydramnios, second trimester, not applicable or unspecified|ICD10_code:O401XX0:phenoname:Polyhydramnios, first trimester, not applicable or unspecified
67181	Other venous complications of pregnancy and the puerperium, delivered, with or without mention of antepartum condition	ICD10_code:O228X3:phenoname:Other venous complications in pregnancy, third trimester|ICD10_code:O228X2:phenoname:Other venous complications in pregnancy, second trimester|ICD10_code:O228X1:phenoname:Other venous complications in pregnancy, first trimester|ICD10_code:O2243:phenoname:Hemorrhoids in pregnancy, third trimester|ICD10_code:O2242:phenoname:Hemorrhoids in pregnancy, second trimester|ICD10_code:O2241:phenoname:Hemorrhoids in pregnancy, first trimester
67182	Other venous complications of pregnancy and the puerperium, delivered, with mention of postpartum complication	ICD10_code:O878:phenoname:Other venous complications in the puerperium|ICD10_code:O872:phenoname:Hemorrhoids in the puerperium
67183	Other venous complications of pregnancy and the puerperium, antepartum condition or complication	ICD10_code:O228X3:phenoname:Other venous complications in pregnancy, third trimester|ICD10_code:O228X2:phenoname:Other venous complications in pregnancy, second trimester|ICD10_code:O228X1:phenoname:Other venous complications in pregnancy, first trimester|ICD10_code:O2243:phenoname:Hemorrhoids in pregnancy, third trimester|ICD10_code:O2242:phenoname:Hemorrhoids in pregnancy, second trimester|ICD10_code:O2241:phenoname:Hemorrhoids in pregnancy, first trimester
67430	Other complications of obstetrical surgical wounds, unspecified as to episode of care or not applicable	ICD10_code:O902:phenoname:Hematoma of obstetric wound|ICD10_code:O860:phenoname:NaN
67432	Other complications of obstetrical surgical wounds, delivered, with mention of postpartum complication	ICD10_code:O902:phenoname:Hematoma of obstetric wound|ICD10_code:O860:phenoname:NaN
67434	Other complications of obstetrical surgical wounds, postpartum condition or complication	ICD10_code:O902:phenoname:Hematoma of obstetric wound|ICD10_code:O860:phenoname:NaN
6805	Carbuncle and furuncle of buttock	
681	Cellulitis and abscess of finger and toe	
682	Other cellulitis and abscess	
684	Impetigo	ICD10_code:L0103:phenoname:Bullous impetigo|ICD10_code:L0100:phenoname:Impetigo, unspecified
685	Pilonidal cyst	
6868	Other specified local infections of skin and subcutaneous tissue	ICD10_code:L0889:phenoname:Other specified local infections of the skin and subcutaneous tissue|ICD10_code:E832:phenoname:Disorders of zinc metabolism
690	Erythematosquamous dermatosis	
6901	Seborrheic dermatitis	
691	Atopic dermatitis and related conditions	
6918	Other atopic dermatitis and related conditions	ICD10_code:L2089:phenoname:Other atopic dermatitis|ICD10_code:L2084:phenoname:Intrinsic (allergic) eczema|ICD10_code:L2082:phenoname:Flexural eczema|ICD10_code:L2081:phenoname:Atopic neurodermatitis|ICD10_code:L200:phenoname:Besnier's prurigo
692	Contact dermatitis and other eczema	
6922	Contact dermatitis and other eczema due to solvents	
