icd9_code	icd9_phe	potential_matches
65623	Isoimmunization from other and unspecified blood-group incompatibility, antepartum condition or complication	ICD10_code:O361930:phenoname:Maternal care for other isoimmunization, third trimester, not applicable or unspecified|ICD10_code:O361920:phenoname:Maternal care for other isoimmunization, second trimester, not applicable or unspecified|ICD10_code:O361910:phenoname:Maternal care for other isoimmunization, first trimester, not applicable or unspecified|ICD10_code:O361130:phenoname:Maternal care for Anti-A sensitization, third trimester, not applicable or unspecified|ICD10_code:O361120:phenoname:Maternal care for Anti-A sensitization, second trimester, not applicable or unspecified|ICD10_code:O361110:phenoname:Maternal care for Anti-A sensitization, first trimester, not applicable or unspecified
75329	Other obstructive defects of renal pelvis and ureter	ICD10_code:Q6211:phenoname:Congenital occlusion of ureteropelvic junction|ICD10_code:Q6210:phenoname:Congenital occlusion of ureter, unspecified
64291	Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition	ICD10_code:O164:phenoname:Unspecified maternal hypertension, complicating childbirth|ICD10_code:O163:phenoname:Unspecified maternal hypertension, third trimester|ICD10_code:O162:phenoname:Unspecified maternal hypertension, second trimester|ICD10_code:O161:phenoname:Unspecified maternal hypertension, first trimester
99663	Infection and inflammatory reaction due to nervous system device, implant, and graft	ICD10_code:T85738A:phenoname:Infection and inflammatory reaction due to other nervous system device, implant or graft, initial encounter|ICD10_code:T85735A:phenoname:Infection and inflammatory reaction due to cranial or spinal infusion catheter, initial encounter|ICD10_code:T85734A:phenoname:Infection and inflammatory reaction due to implanted electronic neurostimulator, generator, initial encounter|ICD10_code:T85733A:phenoname:Infection and inflammatory reaction due to implanted electronic neurostimulator of spinal cord, electrode (lead), initial encounter|ICD10_code:T85732A:phenoname:Infection and inflammatory reaction due to implanted electronic neurostimulator of peripheral nerve, electrode (lead), initial encounter|ICD10_code:T85731A:phenoname:Infection and inflammatory reaction due to implanted electronic neurostimulator of brain, electrode (lead), initial encounter|ICD10_code:T85730A:phenoname:Infection and inflammatory reaction due to ventricular intracranial (communicating) shunt, initial encounter
74429	Other specified anomalies of ear	ICD10_code:Q178:phenoname:Other specified congenital malformations of ear|ICD10_code:Q175:phenoname:Prominent ear|ICD10_code:Q174:phenoname:Misplaced ear|ICD10_code:Q173:phenoname:Other misshapen ear
75310	Cystic kidney disease, unspecified	ICD10_code:Q619:phenoname:Cystic kidney disease, unspecified|ICD10_code:Q6100:phenoname:Congenital renal cyst, unspecified
94224	Blisters, epidermal loss [second degree] of back [any part]	ICD10_code:T2163XA:phenoname:Corrosion of second degree of upper back, initial encounter|ICD10_code:T2123XA:phenoname:Burn of second degree of upper back, initial encounter
65611	Rhesus isoimmunization, delivered, with or without mention of antepartum condition	ICD10_code:O360930:phenoname:Maternal care for other rhesus isoimmunization, third trimester, not applicable or unspecified|ICD10_code:O360920:phenoname:Maternal care for other rhesus isoimmunization, second trimester, not applicable or unspecified|ICD10_code:O360910:phenoname:Maternal care for other rhesus isoimmunization, first trimester, not applicable or unspecified|ICD10_code:O360130:phenoname:Maternal care for anti-D [Rh] antibodies, third trimester, not applicable or unspecified|ICD10_code:O360120:phenoname:Maternal care for anti-D [Rh] antibodies, second trimester, not applicable or unspecified|ICD10_code:O360110:phenoname:Maternal care for anti-D [Rh] antibodies, first trimester, not applicable or unspecified
9180	Superficial injury of eyelids and periocular area	ICD10_code:S00269A:phenoname:Insect bite (nonvenomous) of unspecified eyelid and periocular area, initial encounter|ICD10_code:S00259A:phenoname:Superficial foreign body of unspecified eyelid and periocular area, initial encounter|ICD10_code:S00219A:phenoname:Abrasion of unspecified eyelid and periocular area, initial encounter|ICD10_code:S00202A:phenoname:Unspecified superficial injury of left eyelid and periocular area, initial encounter
9470	Burn of mouth and pharynx	ICD10_code:T285XXA:phenoname:Corrosion of mouth and pharynx, initial encounter|ICD10_code:T280XXA:phenoname:Burn of mouth and pharynx, initial encounter
42989	Other ill-defined heart diseases	ICD10_code:I5189:phenoname:Other ill-defined heart diseases|ICD10_code:I513:phenoname:Intracardiac thrombosis, not elsewhere classified
63311	Tubal pregnancy with intrauterine pregnancy	ICD10_code:O00119:phenoname:Unspecified tubal pregnancy with intrauterine pregnancy|ICD10_code:O00112:phenoname:Left tubal pregnancy with intrauterine pregnancy|ICD10_code:O00111:phenoname:Right tubal pregnancy with intrauterine pregnancy
61610	Vaginitis and vulvovaginitis, unspecified	ICD10_code:N763:phenoname:Subacute and chronic vulvitis|ICD10_code:N762:phenoname:Acute vulvitis|ICD10_code:N761:phenoname:Subacute and chronic vaginitis|ICD10_code:N760:phenoname:Acute vaginitis
6250	Dyspareunia	ICD10_code:N9419:phenoname:Other specified dyspareunia|ICD10_code:N9412:phenoname:Deep dyspareunia|ICD10_code:N9411:phenoname:Superficial (introital) dyspareunia|ICD10_code:N9410:phenoname:Unspecified dyspareunia
94410	Erythema [first degree] of hand, unspecified site	ICD10_code:T23509A:phenoname:Corrosion of first degree of unspecified hand, unspecified site, initial encounter|ICD10_code:T23109A:phenoname:Burn of first degree of unspecified hand, unspecified site, initial encounter
2869	Other and unspecified coagulation defects	ICD10_code:D689:phenoname:Coagulation defect, unspecified|ICD10_code:D688:phenoname:Other specified coagulation defects
64293	Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication	ICD10_code:O163:phenoname:Unspecified maternal hypertension, third trimester|ICD10_code:O162:phenoname:Unspecified maternal hypertension, second trimester|ICD10_code:O161:phenoname:Unspecified maternal hypertension, first trimester
20210	Mycosis fungoides, unspecified site, extranodal and solid organ sites	ICD10_code:C8409:phenoname:Mycosis fungoides, extranodal and solid organ sites|ICD10_code:C8400:phenoname:Mycosis fungoides, unspecified site
2385	Neoplasm of uncertain behavior of histiocytic and mast cells	ICD10_code:D4709:phenoname:Other mast cell neoplasms of uncertain behavior|ICD10_code:D4702:phenoname:Systemic mastocytosis|ICD10_code:D4701:phenoname:Cutaneous mastocytosis
72210	Displacement of lumbar intervertebral disc without myelopathy	ICD10_code:M5127:phenoname:Other intervertebral disc displacement, lumbosacral region|ICD10_code:M5126:phenoname:Other intervertebral disc displacement, lumbar region
5999	Unspecified disorder of urethra and urinary tract	ICD10_code:N399:phenoname:Disorder of urinary system, unspecified|ICD10_code:N369:phenoname:Urethral disorder, unspecified
8950	Traumatic amputation of toe(s) (complete) (partial), without mention of complication	ICD10_code:S98229A:phenoname:Partial traumatic amputation of two or more unspecified lesser toes, initial encounter|ICD10_code:S98219A:phenoname:Complete traumatic amputation of two or more unspecified lesser toes, initial encounter|ICD10_code:S98149A:phenoname:Partial traumatic amputation of one unspecified lesser toe, initial encounter|ICD10_code:S98139A:phenoname:Complete traumatic amputation of one unspecified lesser toe, initial encounter|ICD10_code:S98129A:phenoname:Partial traumatic amputation of unspecified great toe, initial encounter|ICD10_code:S98119A:phenoname:Complete traumatic amputation of unspecified great toe, initial encounter
94325	Blisters, epidermal loss [second degree] of shoulder	ICD10_code:T22659A:phenoname:Corrosion of second degree of unspecified shoulder, initial encounter|ICD10_code:T22259A:phenoname:Burn of second degree of unspecified shoulder, initial encounter
9752	Poisoning by skeletal muscle relaxants	ICD10_code:T481X4A:phenoname:Poisoning by skeletal muscle relaxants [neuromuscular blocking agents], undetermined, initial encounter|ICD10_code:T481X3A:phenoname:Poisoning by skeletal muscle relaxants [neuromuscular blocking agents], assault, initial encounter|ICD10_code:T481X2A:phenoname:Poisoning by skeletal muscle relaxants [neuromuscular blocking agents], intentional self-harm, initial encounter|ICD10_code:T481X1A:phenoname:Poisoning by skeletal muscle relaxants [neuromuscular blocking agents], accidental (unintentional), initial encounter
81352	Other open fractures of distal end of radius (alone)	ICD10_code:S52509B:phenoname:Unspecified fracture of the lower end of unspecified radius, initial encounter for open fracture type I or II|ICD10_code:S52509C:phenoname:Unspecified fracture of the lower end of unspecified radius, initial encounter for open fracture type IIIA, IIIB, or IIIC
6809	Carbuncle and furuncle of unspecified site	ICD10_code:L0293:phenoname:Carbuncle, unspecified|ICD10_code:L0292:phenoname:Furuncle, unspecified
69289	Contact dermatitis and other eczema due to other specified agents	ICD10_code:L258:phenoname:Unspecified contact dermatitis due to other agents|ICD10_code:L252:phenoname:Unspecified contact dermatitis due to dyes
7540	Congenital musculoskeletal deformities of skull, face, and jaw	ICD10_code:Q674:phenoname:Other congenital deformities of skull, face and jaw|ICD10_code:Q673:phenoname:Plagiocephaly|ICD10_code:Q672:phenoname:Dolichocephaly|ICD10_code:Q671:phenoname:Congenital compression facies|ICD10_code:Q670:phenoname:Congenital facial asymmetry
605	Redundant prepuce and phimosis	ICD10_code:N478:phenoname:Other disorders of prepuce|ICD10_code:N475:phenoname:Adhesions of prepuce and glans penis|ICD10_code:N472:phenoname:Paraphimosis|ICD10_code:N471:phenoname:Phimosis|ICD10_code:N470:phenoname:Adherent prepuce, newborn
8241	Fracture of medial malleolus, open	ICD10_code:S8256XC:phenoname:Nondisplaced fracture of medial malleolus of unspecified tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC|ICD10_code:S8256XB:phenoname:Nondisplaced fracture of medial malleolus of unspecified tibia, initial encounter for open fracture type I or II|ICD10_code:S8253XC:phenoname:Displaced fracture of medial malleolus of unspecified tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC|ICD10_code:S8253XB:phenoname:Displaced fracture of medial malleolus of unspecified tibia, initial encounter for open fracture type I or II
99601	Mechanical complication due to cardiac pacemaker (electrode)	ICD10_code:T82191A:phenoname:Other mechanical complication of cardiac pulse generator (battery), initial encounter|ICD10_code:T82190A:phenoname:Other mechanical complication of cardiac electrode, initial encounter|ICD10_code:T82121A:phenoname:Displacement of cardiac pulse generator (battery), initial encounter|ICD10_code:T82120A:phenoname:Displacement of cardiac electrode, initial encounter|ICD10_code:T82111A:phenoname:Breakdown (mechanical) of cardiac pulse generator (battery), initial encounter|ICD10_code:T82110A:phenoname:Breakdown (mechanical) of cardiac electrode, initial encounter
V0259	Carrier or suspected carrier of other specified bacterial diseases	ICD10_code:Z2239:phenoname:Carrier of other specified bacterial diseases|ICD10_code:Z2231:phenoname:Carrier of bacterial disease due to meningococci
3418	Other demyelinating diseases of central nervous system	ICD10_code:G378:phenoname:Other specified demyelinating diseases of central nervous system|ICD10_code:G372:phenoname:Central pontine myelinolysis|ICD10_code:G371:phenoname:Central demyelination of corpus callosum
2252	Benign neoplasm of cerebral meninges	ICD10_code:D329:phenoname:Benign neoplasm of meninges, unspecified|ICD10_code:D320:phenoname:Benign neoplasm of cerebral meninges
78839	Other urinary incontinence	ICD10_code:N39498:phenoname:Other specified urinary incontinence|ICD10_code:N39492:phenoname:Postural (urinary) incontinence|ICD10_code:N39491:phenoname:Coital incontinence
9630	Poisoning by antiallergic and antiemetic drugs	ICD10_code:T450X4A:phenoname:Poisoning by antiallergic and antiemetic drugs, undetermined, initial encounter|ICD10_code:T450X3A:phenoname:Poisoning by antiallergic and antiemetic drugs, assault, initial encounter|ICD10_code:T450X2A:phenoname:Poisoning by antiallergic and antiemetic drugs, intentional self-harm, initial encounter|ICD10_code:T450X1A:phenoname:Poisoning by antiallergic and antiemetic drugs, accidental (unintentional), initial encounter
